Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
La Azteca,"4538 E. Cesar E Chavez Ave., Los Angeles, 90022, United States",90022,Los Angeles,20.0,20.0,USD,Mexican,-118.1683741,34.0404163,-4916,https://guide.michelin.com/en/california/us-los-angeles/restaurant/la-azteca,http://www.laaztecatortilleria.com,Bib Gourmand,20.0,CA,California,West,Mexican
Jon & Vinny’s,"412 N. Fairfax Ave., Los Angeles, 90036, United States",90036,Los Angeles,50.0,50.0,USD,Italian,-118.3612687,34.0786428,-2380,https://guide.michelin.com/en/california/us-los-angeles/restaurant/jon-vinny%E2%80%99s,https://www.jonandvinnys.com/,Bib Gourmand,50.0,CA,California,West,Italian
Mi Lindo Nayrit Mariscos,"1020 E. Florence Ave., Los Angeles, 90001, United States",90001,Los Angeles,50.0,50.0,USD,"Seafood, Mexican",-118.256516,33.9746604,-4375,https://guide.michelin.com/en/california/us-los-angeles/restaurant/mi-lindo-nayrit-mariscos,https://www.milindonayarit.com/,Bib Gourmand,50.0,CA,California,West,Seafood
Kismet,"4648 Hollywood Blvd., Los Angeles, 90027, United States",90027,Los Angeles,50.0,60.0,USD,Middle Eastern,-118.2907005,34.1002978,510,https://guide.michelin.com/en/california/us-los-angeles/restaurant/kismet,https://www.kismetlosangeles.com/,Bib Gourmand,55.0,CA,California,West,Middle Eastern
Konbi,"1463 Sunset Blvd., Los Angeles, 90026, United States",90026,Los Angeles,30.0,30.0,USD,"Fusion, Asian",-118.2539569,34.07543,www.konbila.com,https://guide.michelin.com/en/california/us-los-angeles/restaurant/konbi,http://www.konbila.com,Bib Gourmand,30.0,CA,California,West,Fusion
Rossoblu,"1124 San Julian St., Los Angeles, 90015, United States",90015,Los Angeles,44.0,44.0,USD,"Italian, Regional Cuisine",-118.25355,34.035248,-635,https://guide.michelin.com/en/california/us-los-angeles/restaurant/rossoblu,https://www.rossoblula.com/,Bib Gourmand,44.0,CA,California,West,Italian
Pine & Crane,"1521 Griffith Park Blvd., Los Angeles, 90026, United States",90026,Los Angeles,30.0,30.0,USD,"Asian, Taiwanese",-118.2772213,34.0904961,-473,https://guide.michelin.com/en/california/us-los-angeles/restaurant/pine-crane,https://www.pineandcrane.com/,Bib Gourmand,30.0,CA,California,West,Asian
Pizzeria Mozza,"641 N. Highland Ave., Los Angeles, 90036, United States",90036,Los Angeles,50.0,50.0,USD,"Pizza, Italian",-118.3387599,34.0830906,925,https://guide.michelin.com/en/california/us-los-angeles/restaurant/pizzeria-mozza,https://www.pizzeriamozza.com/,Bib Gourmand,50.0,CA,California,West,Pizza
Son of a Gun,"8370 W. 3rd St., Los Angeles, 90048, United States",90048,Los Angeles,50.0,50.0,USD,Seafood,-118.3724711,34.0727791,-8492,https://guide.michelin.com/en/california/us-los-angeles/restaurant/son-of-a-gun,https://www.sonofagunrestaurant.com/,Bib Gourmand,50.0,CA,California,West,Seafood
Chifa,"4374 Eagle Rock Blvd., Los Angeles, 90041, United States",90041,Los Angeles,60.0,60.0,USD,"Fusion, Chinese",-118.2212657,34.1236509,-2322,https://guide.michelin.com/en/california/us-los-angeles/restaurant/chifa,https://www.chifa-la.com/,Bib Gourmand,60.0,CA,California,West,Fusion
Father’s Office,"3229 Helms Ave., Los Angeles, 90034, United States",90034,Los Angeles,50.0,50.0,USD,Gastropub,-118.38468,34.03052,-1650,https://guide.michelin.com/en/california/us-los-angeles/restaurant/father%E2%80%99s-office,https://www.fathersoffice.com/,Bib Gourmand,50.0,CA,California,West,Gastropub
The Factory Kitchen,"1300 Factory Pl., Ste. 101, Los Angeles, 90013, United States",90013,Los Angeles,15.0,44.0,USD,"Italian, Regional Cuisine",-118.23589,34.03912,-5783,https://guide.michelin.com/en/california/us-los-angeles/restaurant/the-factory-kitchen,https://www.thefactorykitchen.com/,Bib Gourmand,29.5,CA,California,West,Italian
Langer's,"704 S. Alvarado St., Los Angeles, 90057, United States",90057,Los Angeles,25.0,25.0,USD,"Deli, American",-118.27692,34.056217,-7320,https://guide.michelin.com/en/california/us-los-angeles/restaurant/langer-s,https://www.langersdeli.com/,Bib Gourmand,25.0,CA,California,West,Deli
Jitlada,"5233 1/2 W. Sunset Blvd., Los Angeles, 90027, United States",90027,Los Angeles,50.0,50.0,USD,Thai,-118.3041058,34.0985581,-9153,https://guide.michelin.com/en/california/us-los-angeles/restaurant/jitlada,https://www.jitladala.com/,Bib Gourmand,50.0,CA,California,West,Thai
Maccheroni Republic,"332 S. Broadway, Los Angeles, 90013, United States",90013,Los Angeles,16.0,44.0,USD,"Italian, Italian-American",-118.248726,34.050137,-8858,https://guide.michelin.com/en/california/us-los-angeles/restaurant/maccheroni-republic,https://www.maccheronirepublic.com/,Bib Gourmand,30.0,CA,California,West,Italian
Tsubaki,"1356 Allison Ave., Los Angeles, 90026, United States",90026,Los Angeles,75.0,75.0,USD,"Japanese, Izakaya",-118.2515256,34.0728147,-4587,https://guide.michelin.com/en/california/us-los-angeles/restaurant/tsubaki,http://www.tsubakila.com/,Bib Gourmand,75.0,CA,California,West,Japanese
Bee Taqueria,"5754 W. Adams Blvd., Los Angeles, 90016, United States",90016,Los Angeles,40.0,50.0,USD,Mexican,-118.3689054,34.0323899,-8704,https://guide.michelin.com/en/california/us-los-angeles/restaurant/bee-taqueria,http://www.beetaqueria.com,Bib Gourmand,45.0,CA,California,West,Mexican
Adana Restaurant,"6918 San Fernando Rd., Glendale, 91201, United States",91201,Glendale,50.0,50.0,USD,Middle Eastern,-118.29869,34.173664,-5262,https://guide.michelin.com/en/california/glendale/restaurant/adana-restaurant,https://www.adanamenu.com/,Bib Gourmand,50.0,CA,California,West,Middle Eastern
Sichuan Home,"5037 Geary Blvd., San Francisco, 94118, United States",94118,San Francisco,40.0,40.0,USD,"Chinese, Sichuan",-122.47362,37.78054,-2094,https://guide.michelin.com/en/california/san-francisco/restaurant/sichuan-home,,Bib Gourmand,40.0,CA,California,West,Chinese
Z & Y,"655 Jackson St., San Francisco, 94133, United States",94133,San Francisco,50.0,50.0,USD,"Chinese, Sichuan",-122.4060049,37.7960493,-8554,https://guide.michelin.com/en/california/san-francisco/restaurant/z-y,https://www.zandyrestaurant.com/,Bib Gourmand,50.0,CA,California,West,Chinese
Nopalito,"306 Broderick St., San Francisco, 94117, United States",94117,San Francisco,50.0,50.0,USD,"Mexican, Californian",-122.4388555,37.7732695,675,https://guide.michelin.com/en/california/san-francisco/restaurant/nopalito,https://www.nopalitosf.com/,Bib Gourmand,50.0,CA,California,West,Mexican
Del Popolo,"855 Bush St., San Francisco, 94108, United States",94108,San Francisco,50.0,50.0,USD,"Pizza, Californian",-122.41141,37.789772,-7114,https://guide.michelin.com/en/california/san-francisco/restaurant/del-popolo,https://www.delpopolosf.com/,Bib Gourmand,50.0,CA,California,West,Pizza
Anchor Oyster Bar,"579 Castro St., San Francisco, 94114, United States",94114,San Francisco,65.0,65.0,USD,"Seafood, Italian-American",-122.43468,37.75986,-3006,https://guide.michelin.com/en/california/san-francisco/restaurant/anchor-oyster-bar,https://www.anchoroysterbar.com/,Bib Gourmand,65.0,CA,California,West,Seafood
1601 Bar & Kitchen,"1601 Howard St., San Francisco, 94103, United States",94103,San Francisco,58.0,110.0,USD,"Sri Lankan, Contemporary",-122.4169036,37.7716945,-738,https://guide.michelin.com/en/california/san-francisco/restaurant/1601-bar-kitchen,,Bib Gourmand,84.0,CA,California,West,Sri Lankan
Dumpling Home,"298 Gough St., San Francisco, 94102, United States",94102,San Francisco,30.0,30.0,USD,"Chinese, Dumplings",-122.4227056,37.7759271,-754,https://guide.michelin.com/en/california/san-francisco/restaurant/dumpling-home,http://www.dumplinghome.com,Bib Gourmand,30.0,CA,California,West,Chinese
Outerlands,"4001 Judah St., San Francisco, 94122, United States",94122,San Francisco,33.0,63.0,USD,Californian,-122.5050059,37.7604361,-5386,https://guide.michelin.com/en/california/san-francisco/restaurant/outerlands,https://www.outerlandssf.com/,Bib Gourmand,48.0,CA,California,West,Californian
Flores,"2030 Union St., San Francisco, 94123, United States",94123,San Francisco,50.0,50.0,USD,"Mexican, Regional Cuisine",-122.4326948,37.7975502,-2307,https://guide.michelin.com/en/california/san-francisco/restaurant/flores,https://www.floressf.com/,Bib Gourmand,50.0,CA,California,West,Mexican
Okane,"669 Townsend St., San Francisco, 94103, United States",94103,San Francisco,50.0,50.0,USD,"Japanese, Izakaya",-122.403015,37.770634,-9238,https://guide.michelin.com/en/california/san-francisco/restaurant/okane,https://www.okanesf.com/,Bib Gourmand,50.0,CA,California,West,Japanese
A16,"2355 Chestnut St., San Francisco, 94123, United States",94123,San Francisco,78.0,78.0,USD,"Pizza, Italian",-122.4421573,37.7999626,-1572,https://guide.michelin.com/en/california/san-francisco/restaurant/a16,https://www.a16pizza.com/,Bib Gourmand,78.0,CA,California,West,Pizza
Cotogna,"490 Pacific Ave., San Francisco, 94133, United States",94133,San Francisco,80.0,80.0,USD,Italian,-122.4034608,37.7974268,-7868,https://guide.michelin.com/en/california/san-francisco/restaurant/cotogna,https://www.cotognasf.com/,Bib Gourmand,80.0,CA,California,West,Italian
Routier,"2801 California St., San Francisco, 94115, United States",94115,San Francisco,55.0,81.0,USD,"French, Californian",-122.4405741,37.7879899,-9348,https://guide.michelin.com/en/california/san-francisco/restaurant/routier,http://routiersf.com,Bib Gourmand,68.0,CA,California,West,French
Sociale,"3665 Sacramento St., San Francisco, 94118, United States",94118,San Francisco,70.0,70.0,USD,"Californian, Italian Contemporary",-122.4530438,37.7872221,-2706,https://guide.michelin.com/en/california/san-francisco/restaurant/sociale,https://www.sfsociale.com/,Bib Gourmand,70.0,CA,California,West,Californian
Trestle,"531 Jackson St., San Francisco, 94133, United States",94133,San Francisco,38.0,48.0,USD,"Contemporary, Californian",-122.40457,37.796303,-279,https://guide.michelin.com/en/california/san-francisco/restaurant/trestle,https://www.trestlesf.com/,Bib Gourmand,43.0,CA,California,West,Contemporary
Um.ma,"1220 Ninth Ave., San Francisco, 94122, United States",94122,San Francisco,35.0,45.0,USD,Korean,-122.466364,37.764766,-4928,https://guide.michelin.com/en/california/san-francisco/restaurant/um-ma,http://www.ummasf.com,Bib Gourmand,40.0,CA,California,West,Korean
Flour + Water Pizzeria,"702 Valencia St., San Francisco, 94110, United States",94110,San Francisco,39.0,39.0,USD,"Pizza, Italian-American",-122.4217524,37.7618167,-6411,https://guide.michelin.com/en/california/san-francisco/restaurant/flour-water-pizzeria,http://www.flourandwaterpizzeria.com,Bib Gourmand,39.0,CA,California,West,Pizza
Izakaya Rintaro,"82 14th St., San Francisco, 94103, United States",94103,San Francisco,41.0,73.0,USD,"Japanese, Izakaya",-122.415115,37.76858,-6196,https://guide.michelin.com/en/california/san-francisco/restaurant/izakaya-rintaro,https://www.izakayarintaro.com/,Bib Gourmand,57.0,CA,California,West,Japanese
Yank Sing,"101 Spear St., San Francisco, 94105, United States",94105,San Francisco,25.0,60.0,USD,"Chinese, Dim Sum",-122.39265,37.79186,-477,https://guide.michelin.com/en/california/san-francisco/restaurant/yank-sing,https://www.yanksing.com/,Bib Gourmand,42.5,CA,California,West,Chinese
Berber,"1516 Broadway, San Francisco, 94109, United States",94109,San Francisco,49.0,85.0,USD,"Moroccan, North African",-122.4225012,37.7959011,-7152,https://guide.michelin.com/en/california/san-francisco/restaurant/berber,http://www.berbersf.com,Bib Gourmand,67.0,CA,California,West,Moroccan
Nari,"1625 Post St., San Francisco, 94115, United States",94115,San Francisco,63.0,95.0,USD,"Thai, Contemporary",-122.4288317,37.7855421,-5727,https://guide.michelin.com/en/california/san-francisco/restaurant/nari,http://www.narisf.com,Bib Gourmand,79.0,CA,California,West,Thai
Canon,"1719 34th St., Sacramento, 95816, United States",95816,Sacramento,50.0,50.0,USD,Contemporary,-121.4650099,38.5639044,-986,https://guide.michelin.com/en/california/us-sacramento/restaurant/canon,https://www.canoneastsac.com/,Bib Gourmand,50.0,CA,California,West,Contemporary
Frank Fat’s,"806 L St., Sacramento, 95814, United States",95814,Sacramento,50.0,50.0,USD,Chinese,-121.4968009,38.5785995,-5618,https://guide.michelin.com/en/california/us-sacramento/restaurant/frank-fat%E2%80%99s,https://www.frankfats.com/,Bib Gourmand,50.0,CA,California,West,Chinese
Yue Huang,"3860 Truxel Rd., Sacramento, 95834, United States",95834,Sacramento,24.0,49.0,USD,"Chinese, Cantonese",-121.5040297,38.6380533,-2442,https://guide.michelin.com/en/california/us-sacramento/restaurant/yue-huang,,Bib Gourmand,36.5,CA,California,West,Chinese
iTalico,"341 California Ave., Palo Alto, 94306, United States",94306,Palo Alto,42.0,42.0,USD,"Italian, Regional Cuisine",-122.1443652,37.4269959,-8439,https://guide.michelin.com/en/california/palo-alto/restaurant/italico,https://www.italicorestaurant.com/,Bib Gourmand,42.0,CA,California,West,Italian
zero otto nove,"2357 Arthur Ave., New York, 10458, United States",10458,New York,50.0,50.0,USD,"Italian, Campanian",-73.8882875,40.8549046,471,https://guide.michelin.com/en/new-york-state/new-york/restaurant/zero-otto-nove,https://www.roberto089.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
Xixa,"241 S. 4th St., New York, 11211, United States",11211,New York,50.0,50.0,USD,"Mexican, Contemporary",-73.95857,40.710365,-7530,https://guide.michelin.com/en/new-york-state/new-york/restaurant/xixa,https://www.xixany.com/,Bib Gourmand,50.0,NY,New York,Northeast,Mexican
Winner,"367 7th Ave., New York, 11215, United States",11215,New York,25.0,56.0,USD,"American, Bakery",-73.9829381,40.6656896,https://www.winner.nyc/,https://guide.michelin.com/en/new-york-state/new-york/restaurant/winner,https://www.winner.nyc/,Bib Gourmand,40.5,NY,New York,Northeast,American
Win Son,"159 Graham Ave., New York, 11206, United States",11206,New York,40.0,50.0,USD,"Chinese, Taiwanese",-73.9431171,40.7072662,-5120,https://guide.michelin.com/en/new-york-state/new-york/restaurant/win-son,https://winsonbrooklyn.com/,Bib Gourmand,45.0,NY,New York,Northeast,Chinese
West New Malaysia,"46-48 Bowery, New York, 10013, United States",10013,New York,20.0,25.0,USD,Malaysian,-73.9966263,40.715866,-36,https://guide.michelin.com/en/new-york-state/new-york/restaurant/new-malaysia,https://newmalaysiarestaurant.com/,Bib Gourmand,22.5,NY,New York,Northeast,Malaysian
Vinum,"704 Bay St., New York, 10304, United States",10304,New York,50.0,50.0,USD,Italian,-74.074715,40.624893,-7196,https://guide.michelin.com/en/new-york-state/new-york/restaurant/vinum,https://www.vinumnyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
Via Vai,"31-09 23rd Ave., New York, 11105, United States",11105,New York,50.0,50.0,USD,Italian,-73.9127312,40.7743579,-3599,https://guide.michelin.com/en/new-york-state/new-york/restaurant/via-vai,https://www.viavai-ny.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
Van Đa,"234 E. 4th St., New York, 10009, United States",10009,New York,50.0,55.0,USD,"Vietnamese, Modern Cuisine",-73.9828147,40.7233393,-3858,https://guide.michelin.com/en/new-york-state/new-york/restaurant/van-%C4%91a,https://www.vanda.nyc/,Bib Gourmand,52.5,NY,New York,Northeast,Vietnamese
Una Pizza Napoletana,"175 Orchard St., New York, 10002, United States",10002,New York,50.0,50.0,USD,Pizza,-73.988464,40.721645,-2521,https://guide.michelin.com/en/new-york-state/new-york/restaurant/una-pizza-napoletana,https://www.unapizza.com/,Bib Gourmand,50.0,NY,New York,Northeast,Pizza
Ugly Baby,"407 Smith St., New York, 11231, United States",11231,New York,45.0,50.0,USD,Thai,-73.99616,40.67796,-2417,https://guide.michelin.com/en/new-york-state/new-york/restaurant/ugly-baby,https://www.uglybabynyc.com/,Bib Gourmand,47.5,NY,New York,Northeast,Thai
Turkish Kitchen,"386 Third Ave., New York, 10016, United States",10016,New York,30.0,50.0,USD,"Turkish, Regional Cuisine",-73.98119,40.74183,-6100,https://guide.michelin.com/en/new-york-state/new-york/restaurant/turkish-kitchen,https://www.turkishkitchen.com/,Bib Gourmand,40.0,NY,New York,Northeast,Turkish
Tredici Social,"104 Kraft Ave., Bronxville, 10708, United States",10708,Bronxville,50.0,50.0,USD,"American, Italian",-73.8343981,40.9404952,-192,https://guide.michelin.com/en/new-york-state/bronxville/restaurant/tredici-social,https://www.tredicisocial.com/,Bib Gourmand,50.0,NY,New York,Northeast,American
Tra Di Noi,"622 E. 187th St., New York, 10458, United States",10458,New York,50.0,50.0,USD,"Italian, Italian-American",-73.8867319,40.855078,-361,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tra-di-noi,http://www.tradinoi.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
Tong Sam Gyup Goo Yi,"162-23 Depot Rd., New York, 11358, United States",11358,New York,50.0,50.0,USD,"Korean, Barbecue",-73.803024,40.762066,-3224,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tong-sam-gyup-goo-yi,,Bib Gourmand,50.0,NY,New York,Northeast,Korean
Tonchin,"13 W. 36th St., New York, 10018, United States",10018,New York,25.0,25.0,USD,"Japanese, Ramen",-73.98443,40.7501,-8958,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tonchin,https://www.tonchinnewyork.com/,Bib Gourmand,25.0,NY,New York,Northeast,Japanese
Tomiño,"192 Grand St., New York, 10013, United States",10013,New York,50.0,50.0,USD,Spanish,-73.9970594,40.7192874,-4484,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tomino,https://www.tominonyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Spanish
Thai Diner,"186 Mott St., New York, 10012, United States",10012,New York,50.0,50.0,USD,"Thai, Fusion",-73.9957134,40.7207604,-3053,https://guide.michelin.com/en/new-york-state/new-york/restaurant/thai-diner,http://www.thaidiner.com,Bib Gourmand,50.0,NY,New York,Northeast,Thai
Tanoreen,"7523 Third Ave., New York, 11209, United States",11209,New York,50.0,50.0,USD,Middle Eastern,-74.02772,40.6309,-4630,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tanoreen,https://www.tanoreen.com/,Bib Gourmand,50.0,NY,New York,Northeast,Middle Eastern
Sweet Yummy House,"83-13 Broadway, New York, 11373, United States",11373,New York,25.0,25.0,USD,"Chinese, Sichuan",-73.8795532,40.7410226,-5763,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sweet-yummy-house,,Bib Gourmand,25.0,NY,New York,Northeast,Chinese
Suyo Gastrofusion,"1401 Plaza Dr., New York, 10452, United States",10452,New York,25.0,50.0,USD,"Latin American, Fusion",-73.9181442,40.8404805,-6715,https://guide.michelin.com/en/new-york-state/new-york/restaurant/suyo-gastrofusion,https://www.suyonyc.com/,Bib Gourmand,37.5,NY,New York,Northeast,Latin American
Spy C Cuisine,"72-06 Austin St., New York, 11375, United States",11375,New York,40.0,40.0,USD,"Chinese, Sichuan",-73.8423766,40.7191046,1098,https://guide.michelin.com/en/new-york-state/new-york/restaurant/spy-c-cuisine,,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
Speedy Romeo,"376 Classon Ave., New York, 11238, United States",11238,New York,50.0,50.0,USD,Pizza,-73.959801,40.6874812,1427,https://guide.michelin.com/en/new-york-state/new-york/restaurant/speedy-romeo,https://www.speedyromeo.com/,Bib Gourmand,50.0,NY,New York,Northeast,Pizza
Somtum Der,"85 Avenue A, New York, 10009, United States",10009,New York,50.0,50.0,USD,Thai,-73.98434,40.725124,-7618,https://guide.michelin.com/en/new-york-state/new-york/restaurant/somtum-der,https://www.somtumder.com/,Bib Gourmand,50.0,NY,New York,Northeast,Thai
Soba-Ya,"229 E. 9th St., New York, 10003, United States",10003,New York,25.0,25.0,USD,"Japanese, Soba",-73.9879379,40.7295987,-6287,https://guide.michelin.com/en/new-york-state/new-york/restaurant/soba-ya,https://www.sobaya-nyc.com/,Bib Gourmand,25.0,NY,New York,Northeast,Japanese
Sip Sak,"928 Second Ave., New York, 10017, United States",10017,New York,70.0,70.0,USD,"Turkish, Regional Cuisine",-73.96853,40.75448,-1271,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sip-sak,,Bib Gourmand,70.0,NY,New York,Northeast,Turkish
Shalom Japan,"301 S. 4th St., New York, 11211, United States",11211,New York,40.0,50.0,USD,"Fusion, Asian",-73.9557659,40.7093651,-2682,https://guide.michelin.com/en/new-york-state/new-york/restaurant/shalom-japan,http://www.shalomjapannyc.com/,Bib Gourmand,45.0,NY,New York,Northeast,Fusion
SaRanRom Thai,"8110 Broadway, New York, 11373, United States",11373,New York,50.0,50.0,USD,Thai,-73.8836391,40.7432134,-5587,https://guide.michelin.com/en/new-york-state/new-york/restaurant/saranrom-thai,,Bib Gourmand,50.0,NY,New York,Northeast,Thai
San Matteo,"1739 Second Ave., New York, 10128, United States",10128,New York,25.0,25.0,USD,Italian,-73.950096,40.78042,-6157,https://guide.michelin.com/en/new-york-state/new-york/restaurant/san-matteo,https://www.sanmatteopanuozzo.com/,Bib Gourmand,25.0,NY,New York,Northeast,Italian
Saint Julivert Fisherie,"264 Clinton St., New York, 11201, United States",11201,New York,50.0,50.0,USD,Seafood,-73.995614,40.6878747,-3350,https://guide.michelin.com/en/new-york-state/new-york/restaurant/saint-julivert-fisherie,https://www.saintjulivertbk.com/,Bib Gourmand,50.0,NY,New York,Northeast,Seafood
Sagara,"98 Victory Blvd., New York, 10301, United States",10301,New York,25.0,35.0,USD,Sri Lankan,-74.0797638,40.6378423,-3123,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sagara,,Bib Gourmand,30.0,NY,New York,Northeast,Sri Lankan
Russ & Daughters Cafe,"127 Orchard St., New York, 10002, United States",10002,New York,50.0,50.0,USD,Deli,-73.9895477,40.7195313,-4144,https://guide.michelin.com/en/new-york-state/new-york/restaurant/russ-daughters-cafe,https://www.russanddaughterscafe.com/,Bib Gourmand,50.0,NY,New York,Northeast,Deli
Runner & Stone,"285 Third Ave., New York, 11215, United States",11215,New York,50.0,50.0,USD,Contemporary,-73.98619,40.677254,-2218,https://guide.michelin.com/en/new-york-state/new-york/restaurant/runner-stone,https://www.runnerandstone.com/,Bib Gourmand,50.0,NY,New York,Northeast,Contemporary
Ruffian,"125 E. 7th St., New York, 10009, United States",10009,New York,40.0,40.0,USD,"Contemporary, Creative",-73.984228,40.7263854,-420,https://guide.michelin.com/en/new-york-state/new-york/restaurant/ruffian,https://ruffiannyc.com/,Bib Gourmand,40.0,NY,New York,Northeast,Contemporary
Rubirosa,"235 Mulberry St., New York, 10012, United States",10012,New York,50.0,50.0,USD,"Italian, Italian-American",-73.9962,40.722725,-253,https://guide.michelin.com/en/new-york-state/new-york/restaurant/rubirosa,https://www.rubirosanyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
Roberta's,"261 Moore St., New York, 11206, United States",11206,New York,50.0,50.0,USD,Pizza,-73.93411,40.70503,183,https://guide.michelin.com/en/new-york-state/new-york/restaurant/roberta-s,https://www.robertaspizza.com/,Bib Gourmand,50.0,NY,New York,Northeast,Pizza
Rangoon,"500 Prospect Pl., New York, 11238, United States",11238,New York,45.0,45.0,USD,Burmese,-73.9600392,40.6757788,1375,https://guide.michelin.com/en/new-york-state/new-york/restaurant/rangoon,http://www.rangoon.nyc,Bib Gourmand,45.0,NY,New York,Northeast,Burmese
Rafele Rye,"26 Purchase St., Rye, 10580, United States",10580,Rye,50.0,50.0,USD,"Italian, Italian-American",-73.6841905,40.9824806,-6984,https://guide.michelin.com/en/new-york-state/us-rye/restaurant/rafele-rye,https://www.rafelerye.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
Purple Yam,"1314 Cortelyou Rd., New York, 11226, United States",11226,New York,50.0,50.0,USD,"Filipino, Asian",-73.96565,40.64047,-7410,https://guide.michelin.com/en/new-york-state/new-york/restaurant/purple-yam,https://www.purpleyamnyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Filipino
Prune,"54 E. 1st St., New York, 10003, United States",10003,New York,50.0,50.0,USD,Contemporary,-73.98921,40.72381,-5686,https://guide.michelin.com/en/new-york-state/new-york/restaurant/prune,https://www.prunerestaurant.com/,Bib Gourmand,50.0,NY,New York,Northeast,Contemporary
Pinch Chinese,"177 Prince St., New York, 10012, United States",10012,New York,130.0,130.0,USD,"Chinese, Duck Specialities",-74.0019829,40.7264798,-6996,https://guide.michelin.com/en/new-york-state/new-york/restaurant/pinch-chinese,https://www.pinchchinese.com/,Bib Gourmand,130.0,NY,New York,Northeast,Chinese
Pierozek,"592 Manhattan Ave., New York, 11222, United States",11222,New York,15.0,30.0,USD,"Polish, Dumplings",-73.9504293,40.7234369,-2724,https://guide.michelin.com/en/new-york-state/new-york/restaurant/pierozek,https://www.pierozekbrooklyn.com/,Bib Gourmand,22.5,NY,New York,Northeast,Polish
Phayul,"37-59 74th St., New York, 11372, United States",11372,New York,45.0,45.0,USD,Tibetan,-73.8912572,40.7473463,-575,https://guide.michelin.com/en/new-york-state/new-york/restaurant/phayul,,Bib Gourmand,45.0,NY,New York,Northeast,Tibetan
Pata Cafe,"56-14 Van Horn St., New York, 11373, United States",11373,New York,25.0,25.0,USD,Thai,-73.8767,40.732548,-6264,https://guide.michelin.com/en/new-york-state/new-york/restaurant/pata-cafe,,Bib Gourmand,25.0,NY,New York,Northeast,Thai
Oso,"1618 Amsterdam Ave., New York, 10031, United States",10031,New York,49.0,57.0,USD,"Mexican, Regional Cuisine",-73.95009,40.8219,-2351,https://guide.michelin.com/en/new-york-state/new-york/restaurant/oso,https://www.osoharlem.com/,Bib Gourmand,53.0,NY,New York,Northeast,Mexican
Olmsted,"659 Vanderbilt Ave., New York, 11238, United States",11238,New York,100.0,100.0,USD,"Contemporary, American Contemporary",-73.968994,40.677097,-1444,https://guide.michelin.com/en/new-york-state/new-york/restaurant/olmsted,http://www.olmstednyc.com/,Bib Gourmand,100.0,NY,New York,Northeast,Contemporary
Nyonya,"199 Grand St., New York, 10013, United States",10013,New York,25.0,25.0,USD,Malaysian,-73.9969395,40.7191602,-2791,https://guide.michelin.com/en/new-york-state/new-york/restaurant/nyonya,https://www.ilovenyonya.com/,Bib Gourmand,25.0,NY,New York,Northeast,Malaysian
Norma Gastronomia Siciliana,"438 Third Ave., New York, 10016, United States",10016,New York,52.0,52.0,USD,"Italian, Sicilian",-73.9797615,40.7435537,-277,https://guide.michelin.com/en/new-york-state/new-york/restaurant/norma-gastronomia-siciliana,https://www.normarestaurant.com/,Bib Gourmand,52.0,NY,New York,Northeast,Italian
Nami Nori,"33 Carmine St., New York, 10014, United States",10014,New York,19.0,40.0,USD,"Japanese, Creative",-74.003079,40.7302491,-3940,https://guide.michelin.com/en/new-york-state/new-york/restaurant/nami-nori,https://naminori.nyc/,Bib Gourmand,29.5,NY,New York,Northeast,Japanese
Momofuku Noodle Bar,"171 First Ave., New York, 10003, United States",10003,New York,50.0,50.0,USD,Asian,-73.98442,40.72922,-7338,https://guide.michelin.com/en/new-york-state/new-york/restaurant/momofuku-noodle-bar,https://www.momofuku.com/,Bib Gourmand,50.0,NY,New York,Northeast,Asian
Miss Mamie's Spoonbread Too,"366 W. 110th St., New York, 10025, United States",10025,New York,50.0,50.0,USD,"Southern, American",-73.9607087,40.8015558,-6397,https://guide.michelin.com/en/new-york-state/new-york/restaurant/miss-mamie-s-spoonbread-too,https://www.spoonbreadinc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Southern
Miss Ada,"184 DeKalb Ave., New York, 11205, United States",11205,New York,25.0,50.0,USD,Middle Eastern,-73.9723305,40.6896523,-15,https://guide.michelin.com/en/new-york-state/new-york/restaurant/miss-ada,https://www.missadanyc.com/,Bib Gourmand,37.5,NY,New York,Northeast,Middle Eastern
